Global Statistics
Total number of particles:,5501
Surface Coverage (%):,34.37
Total grain area (µm²):,133844.25
Mean grain area (µm²):,24.33
Particle density (particles/µm²):,0.014128

Size Distribution Statistics
Mean area (µm²):,24.33
Median area (µm²):,20.25
Standard deviation of area (µm²):,15.81
Mean perimeter (µm):,19.93
Median perimeter (µm):,17.81
Standard deviation of perimeter (µm):,8.77

Individual Grain Measurements
Grain #,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter
4035,14.0,8.44,14.28,8.78,8.61,14.57
4036,14.0,8.44,-23.31,11.33,6.88,14.88
4037,14.0,8.44,-38.56,8.72,8.41,14.19
4038,14.0,8.44,22.54,9.1,8.15,13.95
4039,14.0,8.44,-44.89,10.34,7.57,15.31
4040,13.75,8.37,85.52,9.32,7.98,14.88
4041,13.75,8.37,-32.82,10.71,7.0,15.5
4042,13.75,8.37,85.84,9.24,7.98,13.74
4043,13.75,8.37,15.06,8.71,8.27,14.19
4044,13.75,8.37,40.09,10.28,7.44,14.49
4045,13.75,8.37,-24.43,9.79,7.52,14.19
4046,13.75,8.37,-71.68,8.9,8.17,13.38
4047,13.75,8.37,-86.56,9.04,7.97,14.19
4048,13.75,8.37,-28.89,10.03,7.4,14.26
4049,13.75,8.37,0.32,8.81,8.25,13.99
4050,13.75,8.37,-59.05,9.7,7.66,14.07
4051,13.75,8.37,-42.33,9.1,7.85,13.78
4052,13.75,8.37,11.99,9.28,8.09,14.9
4053,13.75,8.37,-63.92,9.81,7.46,14.4
4054,13.75,8.37,83.98,9.47,7.94,14.19
4055,13.75,8.37,-6.12,8.94,8.13,14.19
4056,13.75,8.37,1.66,8.76,8.57,14.49
4057,13.75,8.37,6.73,9.75,7.68,14.78
4058,13.75,8.37,61.9,9.91,7.28,13.95
4059,13.75,8.37,-77.51,8.96,8.19,14.28
4060,13.75,8.37,-54.62,10.39,7.01,14.99
4061,13.75,8.37,88.95,9.22,8.27,14.67
4062,13.75,8.37,-66.38,11.73,6.33,13.78
4063,13.75,8.37,-75.71,9.54,7.64,14.09
4064,13.75,8.37,-46.44,9.99,7.41,14.07
4065,13.75,8.37,-23.3,9.65,7.66,14.49
4066,13.75,8.37,-67.26,9.21,7.96,14.49
4067,13.75,8.37,-33.79,9.49,7.56,14.28
4068,13.75,8.37,21.53,10.03,7.88,15.09
4069,13.75,8.37,-87.49,9.09,8.03,13.49
4070,13.75,8.37,-37.02,9.29,7.68,13.07
4071,13.75,8.37,-82.42,9.54,7.57,14.19
4072,13.75,8.37,-58.32,9.52,7.49,13.28
4073,13.75,8.37,30.91,9.13,7.84,13.99
4074,13.75,8.37,5.67,9.57,8.05,14.9
4075,13.75,8.37,-65.66,10.65,6.78,14.07
4076,13.75,8.37,-72.45,11.61,6.48,15.81
4077,13.75,8.37,-75.94,9.43,7.57,12.95
4078,13.75,8.37,-44.34,9.88,7.55,14.61
4079,13.75,8.37,75.71,8.73,8.19,13.49
4080,13.75,8.37,1.83,9.8,7.7,14.78
4081,13.75,8.37,18.34,8.88,8.13,14.61
4082,13.75,8.37,-56.97,10.96,6.69,15.17
4083,13.75,8.37,47.87,9.8,7.81,14.69
4084,13.75,8.37,-65.24,9.2,7.95,13.97
4085,13.75,8.37,-37.29,11.3,7.44,16.59
4086,13.75,8.37,47.21,9.55,7.72,13.99
4087,13.75,8.37,13.23,10.3,7.19,14.78
4088,13.75,8.37,-42.47,11.04,7.65,14.88
4089,13.75,8.37,23.06,10.56,7.58,16.0
4090,13.75,8.37,-89.19,8.69,8.2,13.57
4091,13.75,8.37,48.82,9.05,8.11,14.19
4092,13.75,8.37,-82.73,9.5,7.67,14.49
4093,13.75,8.37,-19.51,8.96,7.9,13.19
4094,13.75,8.37,20.04,9.04,8.56,13.99
4095,13.75,8.37,78.55,11.1,7.24,15.19
4096,13.75,8.37,19.56,9.14,7.92,14.19
4097,13.75,8.37,-35.47,9.75,7.59,14.49
4098,13.75,8.37,66.31,9.43,7.47,13.07
4099,13.75,8.37,67.03,8.97,8.41,15.11
4100,13.75,8.37,-48.22,9.89,7.36,14.61
4101,13.75,8.37,87.13,8.92,8.38,14.24
4102,13.75,8.37,-7.38,9.88,7.33,14.19
4103,13.75,8.37,84.08,11.93,6.17,15.69
4104,13.75,8.37,21.01,8.94,8.48,15.09
4105,13.75,8.37,-30.86,11.32,7.59,17.21
4106,13.75,8.37,-55.03,9.35,7.74,13.66
4107,13.75,8.37,76.52,11.36,6.34,13.85
4108,13.5,8.29,-53.33,9.44,7.52,13.61
4109,13.5,8.29,-63.88,9.26,7.57,13.07
4110,13.5,8.29,-70.94,8.94,7.78,13.07
4111,13.5,8.29,8.3,9.68,7.46,14.31
4112,13.5,8.29,79.84,9.33,7.7,14.19
4113,13.5,8.29,-4.75,9.47,7.41,13.99
4114,13.5,8.29,-75.3,8.71,8.45,14.28
4115,13.5,8.29,-70.53,11.99,6.71,15.49
4116,13.5,8.29,-36.88,9.42,7.55,13.9
4117,13.5,8.29,22.17,9.97,7.24,14.19
4118,13.5,8.29,54.86,9.57,7.36,13.36
4119,13.5,8.29,-45.0,8.97,7.89,12.83
4120,13.5,8.29,-24.2,9.53,8.34,14.86
4121,13.5,8.29,19.43,9.93,7.43,14.61
4122,13.5,8.29,-34.68,10.26,6.94,14.07
4123,13.5,8.29,26.17,9.29,7.88,14.88
4124,13.5,8.29,-73.48,11.08,6.92,15.17
4125,13.5,8.29,85.9,12.55,6.18,16.28
4126,13.5,8.29,-29.39,9.53,7.52,14.49
4127,13.5,8.29,-81.61,11.34,6.7,15.19
4128,13.5,8.29,-68.01,12.59,5.88,16.49
4129,13.5,8.29,-46.66,9.53,7.52,13.78
4130,13.5,8.29,30.55,9.37,7.57,13.36
4131,13.5,8.29,82.95,8.77,8.15,13.78
4132,13.5,8.29,-52.58,9.49,7.71,14.05
4133,13.5,8.29,77.86,8.87,8.14,13.86
4134,13.5,8.29,-61.77,10.4,6.81,14.9
4135,13.5,8.29,-78.49,9.49,7.56,13.97
4136,13.5,8.29,53.05,9.5,7.69,14.24
4137,13.5,8.29,-61.03,8.54,8.4,14.11
4138,13.5,8.29,-62.9,9.45,7.49,13.78
4139,13.5,8.29,-28.54,10.84,6.88,15.4
4140,13.5,8.29,-28.09,9.07,7.79,13.57
4141,13.5,8.29,-84.89,11.08,7.51,16.4
4142,13.5,8.29,-14.12,9.36,7.5,13.16
4143,13.5,8.29,73.84,8.88,7.86,12.78
4144,13.5,8.29,-66.15,8.75,8.19,14.19
4145,13.5,8.29,-77.9,10.92,6.61,14.36
4146,13.5,8.29,-8.16,10.64,6.64,14.07
4147,13.5,8.29,-32.99,9.01,7.98,14.49
4148,13.5,8.29,15.74,9.8,7.13,13.78
4149,13.5,8.29,9.34,8.97,7.96,13.28
4150,13.5,8.29,-59.43,9.42,7.64,14.49
4151,13.5,8.29,78.06,11.12,6.53,14.69
4152,13.5,8.29,2.51,10.73,6.93,14.57
4153,13.5,8.29,10.81,8.93,7.97,13.69
4154,13.5,8.29,-68.04,10.53,6.77,13.49
4155,13.25,8.21,3.44,8.84,8.09,13.66
4156,13.25,8.21,-45.21,9.28,7.61,13.97
4157,13.25,8.21,43.29,8.86,7.88,13.9
4158,13.25,8.21,12.14,8.92,7.89,14.49
4159,13.25,8.21,-74.09,8.92,7.81,14.17
4160,13.25,8.21,50.6,11.97,6.13,14.99
4161,13.25,8.21,-68.63,9.43,7.64,14.36
4162,13.25,8.21,21.56,12.08,6.11,15.49
4163,13.25,8.21,-26.27,9.02,7.78,13.57
4164,13.25,8.21,36.81,10.28,7.88,15.81
4165,13.25,8.21,2.93,9.04,7.94,14.49
4166,13.25,8.21,6.58,9.31,7.9,15.5
4167,13.25,8.21,-20.47,8.88,7.78,13.57
4168,13.25,8.21,-54.77,8.99,7.81,14.49
4169,13.25,8.21,8.84,9.49,7.45,14.4
4170,13.25,8.21,-47.44,8.63,8.04,11.95
4171,13.25,8.21,-40.46,9.11,7.75,14.31
4172,13.25,8.21,-69.8,10.24,6.96,14.36
4173,13.25,8.21,49.05,8.95,7.67,13.07
4174,13.25,8.21,-24.13,10.49,6.95,14.78
4175,13.25,8.21,-82.12,11.78,6.11,15.19
4176,13.25,8.21,55.81,9.7,7.18,12.78
4177,13.25,8.21,-27.53,10.66,6.69,14.36
4178,13.25,8.21,11.92,10.32,6.97,14.49
4179,13.25,8.21,-10.48,10.57,6.86,14.49
4180,13.25,8.21,52.12,10.82,6.61,14.9
4181,13.25,8.21,-78.68,9.62,7.41,14.9
4182,13.25,8.21,-84.37,10.27,6.91,13.78
4183,13.25,8.21,-55.93,9.95,7.09,13.78
4184,13.25,8.21,5.37,9.71,7.9,14.61
4185,13.25,8.21,24.59,9.13,7.89,14.3
4186,13.25,8.21,-50.53,8.48,8.17,12.66
4187,13.25,8.21,86.68,10.03,7.34,14.49
4188,13.25,8.21,-55.75,8.91,7.83,13.36
4189,13.25,8.21,85.96,9.42,7.45,13.36
4190,13.25,8.21,-45.55,9.92,6.98,14.19
4191,13.25,8.21,-84.6,10.49,7.21,15.38
4192,13.25,8.21,-29.92,8.64,7.98,13.28
4193,13.25,8.21,66.28,9.84,7.47,15.3
4194,13.25,8.21,60.13,8.49,8.23,13.66
4195,13.25,8.21,-56.03,9.05,7.62,12.95
4196,13.0,8.14,16.82,8.67,7.92,12.9
4197,13.0,8.14,-60.7,9.27,7.51,14.19
4198,13.0,8.14,-84.11,12.98,6.15,15.59
4199,13.0,8.14,-45.73,11.2,6.14,14.19
4200,13.0,8.14,58.81,9.35,7.35,13.57
4201,13.0,8.14,27.24,9.06,7.56,12.49
4202,13.0,8.14,-41.38,8.84,8.1,12.9
4203,13.0,8.14,36.23,8.53,8.43,14.49
4204,13.0,8.14,-73.85,8.76,7.81,13.49
4205,13.0,8.14,-53.69,9.37,7.43,15.31
4206,13.0,8.14,-67.7,11.21,6.87,15.02
4207,13.0,8.14,73.04,8.84,7.73,13.07
4208,13.0,8.14,-68.63,9.5,7.63,14.36
4209,13.0,8.14,-19.16,9.19,7.48,13.99
4210,13.0,8.14,-75.06,9.19,7.41,12.95
4211,13.0,8.14,-73.38,9.92,6.99,14.19
4212,13.0,8.14,30.42,8.99,7.6,13.57
4213,13.0,8.14,-56.22,10.2,6.88,14.61
4214,13.0,8.14,-69.76,9.32,7.38,14.31
4215,13.0,8.14,-60.7,9.19,7.68,14.4
4216,13.0,8.14,41.65,8.97,7.7,13.49
4217,13.0,8.14,20.84,9.76,7.11,13.49
4218,13.0,8.14,-83.58,9.99,7.03,14.69
4219,13.0,8.14,-59.6,9.25,7.44,13.78
4220,13.0,8.14,58.92,8.8,7.58,12.78
4221,13.0,8.14,-76.08,9.7,7.31,15.11
4222,13.0,8.14,-8.84,8.99,7.64,13.9
4223,13.0,8.14,-2.12,8.61,8.07,13.36
4224,13.0,8.14,-43.88,9.4,7.14,12.78
4225,13.0,8.14,-29.69,8.58,8.0,13.69
4226,13.0,8.14,-42.38,9.59,7.2,13.78
4227,13.0,8.14,-0.55,9.09,7.37,12.9
4228,13.0,8.14,87.6,8.71,8.1,13.57
4229,13.0,8.14,-36.86,9.12,7.49,13.57
4230,13.0,8.14,-24.95,9.92,7.55,15.4
4231,13.0,8.14,-2.41,8.7,7.7,12.66
4232,13.0,8.14,-62.14,14.53,5.37,17.11
4233,13.0,8.14,52.09,9.38,7.77,14.5
4234,13.0,8.14,-39.31,10.52,6.56,13.49
4235,13.0,8.14,-41.81,9.69,7.04,13.28
4236,13.0,8.14,-69.17,9.01,7.58,13.49
4237,13.0,8.14,69.85,9.07,7.53,13.57
4238,13.0,8.14,-43.45,8.4,7.95,13.19
4239,13.0,8.14,-52.21,10.05,6.57,12.36
4240,13.0,8.14,-58.48,10.39,6.67,13.78
4241,13.0,8.14,-25.35,8.65,7.99,13.69
4242,13.0,8.14,-2.96,9.33,7.78,14.9
4243,13.0,8.14,57.1,8.88,7.76,13.49
4244,13.0,8.14,60.88,8.84,7.85,14.11
4245,13.0,8.14,20.42,8.39,8.26,13.78
4246,13.0,8.14,64.01,9.84,7.21,13.9
4247,13.0,8.14,-74.69,9.84,7.1,13.47
4248,13.0,8.14,-28.86,10.33,7.56,15.07
4249,13.0,8.14,-33.51,12.53,6.36,15.17
4250,13.0,8.14,43.2,9.38,7.49,14.19
4251,13.0,8.14,-73.89,9.58,7.08,13.49
4252,13.0,8.14,-72.17,10.98,6.39,14.4
4253,13.0,8.14,78.11,8.55,8.3,14.49
4254,12.75,8.06,-77.19,10.71,6.37,14.19
4255,12.75,8.06,-88.53,9.49,8.82,15.49
4256,12.75,8.06,-36.35,10.62,6.91,15.38
4257,12.75,8.06,-40.92,9.1,7.93,13.99
4258,12.75,8.06,-54.69,10.88,6.62,14.24
4259,12.75,8.06,-35.57,8.4,8.18,13.19
4260,12.75,8.06,17.15,8.5,7.7,12.78
4261,12.75,8.06,-54.41,9.02,7.57,13.78
4262,12.75,8.06,46.11,10.41,6.53,13.99
4263,12.75,8.06,-28.23,9.06,7.25,12.86
4264,12.75,8.06,-86.21,9.16,7.29,13.16
4265,12.75,8.06,-65.47,8.38,8.01,13.28
4266,12.75,8.06,55.46,12.22,6.27,15.67
4267,12.75,8.06,78.48,9.05,7.49,13.78
4268,12.75,8.06,-44.59,9.29,7.67,14.9
4269,12.75,8.06,-61.85,9.13,7.49,14.09
4270,12.75,8.06,13.62,8.74,7.74,13.19
4271,12.75,8.06,-74.55,9.78,6.87,13.49
4272,12.75,8.06,-55.59,9.05,7.36,13.36
4273,12.75,8.06,89.52,8.96,7.79,14.67
4274,12.75,8.06,-32.77,9.32,7.37,14.69
4275,12.75,8.06,84.92,9.26,7.51,14.49
4276,12.75,8.06,31.43,10.59,7.52,15.59
4277,12.75,8.06,-23.38,8.66,7.65,13.07
4278,12.75,8.06,71.36,10.06,6.92,14.69
4279,12.75,8.06,-37.54,9.91,6.99,12.19
4280,12.75,8.06,-46.66,9.74,6.77,13.16
4281,12.75,8.06,31.44,9.13,7.62,13.49
4282,12.75,8.06,12.2,9.04,7.45,13.69
4283,12.75,8.06,-81.34,9.24,7.68,14.07
4284,12.75,8.06,-53.16,9.64,7.01,13.78
4285,12.75,8.06,2.12,8.56,7.66,12.36
4286,12.75,8.06,-65.92,9.75,7.24,14.61
4287,12.75,8.06,10.37,8.97,7.38,12.95
4288,12.75,8.06,-61.13,8.89,7.41,12.78
4289,12.75,8.06,-41.48,11.38,6.14,14.57
4290,12.75,8.06,-60.94,9.76,7.12,14.21
4291,12.75,8.06,-84.62,10.06,6.74,13.99
4292,12.75,8.06,84.61,9.52,7.32,14.49
4293,12.75,8.06,-3.08,9.5,7.48,14.67
4294,12.75,8.06,28.1,9.07,7.52,13.57
4295,12.75,8.06,84.26,11.45,6.26,16.19
4296,12.75,8.06,89.65,10.71,6.52,13.07
4297,12.75,8.06,84.05,8.65,7.66,12.9
4298,12.75,8.06,-5.58,9.26,7.43,14.28
4299,12.75,8.06,-79.49,9.17,7.13,12.66
4300,12.75,8.06,-37.08,9.4,7.39,13.09
4301,12.75,8.06,48.87,11.25,6.75,15.31
4302,12.75,8.06,40.06,9.43,7.18,14.19
4303,12.75,8.06,-17.27,9.39,7.18,13.78
4304,12.75,8.06,-32.88,10.02,7.16,15.38
4305,12.5,7.98,-34.36,8.7,7.59,13.07
4306,12.5,7.98,-51.03,9.3,7.05,12.78
4307,12.5,7.98,-6.5,9.96,6.74,14.81
4308,12.5,7.98,-38.12,9.64,7.04,13.17
4309,12.5,7.98,-16.06,8.97,7.7,11.76
4310,12.5,7.98,-51.38,8.67,7.81,13.55
4311,12.5,7.98,-37.63,8.52,7.74,13.16
4312,12.5,7.98,0.87,8.5,7.88,13.16
4313,12.5,7.98,-38.85,9.03,7.4,13.9
4314,12.5,7.98,-81.41,9.23,7.11,13.28
4315,12.5,7.98,60.97,8.66,7.84,13.67
4316,12.5,7.98,-67.62,8.85,7.66,14.69
4317,12.5,7.98,-84.56,9.65,6.72,13.07
4318,12.5,7.98,-66.1,8.39,7.86,12.99
4319,12.5,7.98,48.9,8.84,7.39,12.86
4320,12.5,7.98,21.24,9.64,6.82,13.16
4321,12.5,7.98,-60.66,8.84,7.8,14.28
4322,12.5,7.98,65.75,9.2,7.38,13.57
4323,12.5,7.98,47.93,10.16,6.84,13.86
4324,12.5,7.98,-32.66,8.44,7.73,12.57
4325,12.5,7.98,-14.9,11.99,6.13,14.61
4326,12.5,7.98,-78.91,8.38,7.82,12.78
4327,12.5,7.98,3.75,8.87,7.75,14.49
4328,12.5,7.98,-17.77,8.44,7.95,13.69
4329,12.5,7.98,-80.42,10.17,6.39,12.78
4330,12.5,7.98,-63.16,8.93,7.26,12.78
4331,12.5,7.98,-58.22,8.52,7.76,13.05
4332,12.5,7.98,-22.56,11.21,6.15,14.78
4333,12.5,7.98,-71.83,9.89,6.91,12.88
4334,12.5,7.98,-87.09,8.18,8.07,13.26
4335,12.5,7.98,-25.37,9.74,6.84,13.69
4336,12.5,7.98,-71.59,8.58,7.92,13.86
4337,12.5,7.98,-29.8,10.49,6.24,13.26
4338,12.5,7.98,71.43,8.83,7.37,13.07
4339,12.5,7.98,-26.14,9.0,7.38,12.78
4340,12.5,7.98,13.95,9.78,7.17,13.99
4341,12.5,7.98,-78.02,9.19,7.0,12.36
4342,12.5,7.98,63.51,8.92,7.26,12.49
4343,12.5,7.98,-26.64,8.39,7.91,12.49
4344,12.5,7.98,59.41,9.28,7.15,13.57
4345,12.5,7.98,35.85,8.51,7.78,13.07
4346,12.5,7.98,-62.33,9.06,7.18,13.07
4347,12.5,7.98,28.73,9.08,7.21,13.69
4348,12.5,7.98,84.17,8.94,7.33,12.66
4349,12.5,7.98,-56.72,8.43,7.93,12.97
4350,12.5,7.98,-76.25,8.45,7.62,12.07
4351,12.5,7.98,-76.91,10.1,7.06,14.3
4352,12.25,7.9,17.6,8.76,7.38,13.07
4353,12.25,7.9,14.99,10.23,6.54,14.07
4354,12.25,7.9,-17.73,8.83,7.29,12.86
4355,12.25,7.9,41.3,8.36,7.78,13.28
4356,12.25,7.9,-71.67,8.84,7.48,12.57
4357,12.25,7.9,-29.85,9.57,6.8,13.69
4358,12.25,7.9,63.94,11.77,7.32,15.8
4359,12.25,7.9,-57.26,8.44,7.52,12.9
4360,12.25,7.9,56.59,8.64,7.75,12.78
4361,12.25,7.9,-74.8,8.65,7.4,12.78
4362,12.25,7.9,-24.07,10.98,6.81,14.35
4363,12.25,7.9,-28.61,10.43,6.23,13.49
4364,12.25,7.9,80.57,8.96,7.39,13.78
4365,12.25,7.9,30.08,8.61,7.45,12.86
4366,12.25,7.9,-5.48,8.72,7.48,14.11
4367,12.25,7.9,65.32,10.3,6.24,13.07
4368,12.25,7.9,77.33,10.11,6.84,13.86
4369,12.25,7.9,-38.23,8.82,7.23,12.78
4370,12.25,7.9,-32.93,9.33,7.35,13.07
4371,12.25,7.9,-19.13,9.14,7.05,13.28
4372,12.25,7.9,-84.51,9.54,6.69,13.07
4373,12.25,7.9,-16.72,8.87,7.66,14.57
4374,12.25,7.9,79.28,8.99,7.17,12.36
4375,12.25,7.9,-37.64,8.31,7.8,12.49
4376,12.25,7.9,-38.0,8.99,7.75,13.57
4377,12.25,7.9,-58.96,11.8,6.13,14.26
4378,12.25,7.9,11.72,9.89,6.9,14.07
4379,12.25,7.9,-57.0,11.73,6.76,15.9
4380,12.25,7.9,-57.71,10.49,6.22,13.49
4381,12.25,7.9,-12.11,10.81,6.1,13.99
4382,12.25,7.9,-31.31,9.57,7.15,14.67
4383,12.25,7.9,75.06,8.74,7.61,13.45
4384,12.25,7.9,67.95,8.65,8.07,14.49
4385,12.25,7.9,-81.58,9.18,7.06,13.28
4386,12.25,7.9,80.34,8.4,8.01,12.66
4387,12.25,7.9,74.89,8.96,7.24,13.28
4388,12.25,7.9,46.13,9.44,6.74,12.24
4389,12.25,7.9,-24.61,9.44,7.15,12.97
4390,12.25,7.9,-26.73,8.76,7.88,14.69
4391,12.25,7.9,-74.5,8.67,7.3,12.78
4392,12.25,7.9,-29.58,8.92,7.21,13.07
4393,12.25,7.9,-87.82,8.54,7.6,12.86
4394,12.0,7.82,-62.21,8.41,7.47,12.57
4395,12.0,7.82,39.23,8.74,7.27,13.49
4396,12.0,7.82,-39.35,8.95,6.98,12.57
4397,12.0,7.82,-29.62,9.4,6.7,12.99
4398,12.0,7.82,-55.34,8.11,7.73,12.78
4399,12.0,7.82,-83.67,9.78,6.63,14.19
4400,12.0,7.82,-47.6,8.6,7.38,12.66
4401,12.0,7.82,83.69,9.06,6.96,12.57
4402,12.0,7.82,-52.29,10.7,6.19,13.69
4403,12.0,7.82,37.12,10.12,6.72,14.61
4404,12.0,7.82,-23.57,9.34,7.07,13.19
4405,12.0,7.82,-62.05,9.06,7.05,13.47
4406,12.0,7.82,-80.7,8.09,7.68,12.36
4407,12.0,7.82,-0.29,9.14,7.48,12.38
4408,12.0,7.82,-16.81,8.53,7.91,14.19
4409,12.0,7.82,77.98,8.15,7.7,12.28
4410,12.0,7.82,-69.6,8.76,7.14,13.4
4411,12.0,7.82,46.28,8.68,7.47,13.78
4412,12.0,7.82,-89.64,8.86,7.64,13.49
4413,12.0,7.82,-44.68,8.91,7.02,12.78
4414,12.0,7.82,74.11,8.44,7.4,12.28
4415,12.0,7.82,-66.12,8.71,7.38,13.59
4416,12.0,7.82,-70.35,8.44,7.6,13.16
4417,12.0,7.82,81.93,9.02,7.14,13.99
4418,12.0,7.82,-17.01,8.18,7.63,12.78
4419,12.0,7.82,15.59,10.03,6.68,14.19
4420,12.0,7.82,-33.25,8.82,7.35,12.66
4421,12.0,7.82,31.36,8.57,7.41,13.49
4422,12.0,7.82,-20.09,8.57,7.42,13.61
4423,12.0,7.82,54.1,12.0,5.67,15.61
4424,12.0,7.82,6.95,9.57,7.35,13.9
4425,12.0,7.82,-79.04,11.5,6.35,15.8
4426,12.0,7.82,83.78,8.88,7.41,13.86
4427,12.0,7.82,-46.84,8.47,7.5,13.69
4428,12.0,7.82,-89.28,9.07,7.01,13.4
4429,12.0,7.82,52.05,9.71,6.5,12.28
4430,12.0,7.82,-63.93,10.71,6.68,14.64
4431,12.0,7.82,-69.56,9.07,7.69,14.49
4432,12.0,7.82,-52.67,10.09,6.38,13.57
4433,12.0,7.82,41.45,11.2,5.82,14.49
4434,12.0,7.82,38.35,10.98,6.22,14.49
4435,12.0,7.82,-74.16,8.68,7.25,12.49
4436,12.0,7.82,68.74,9.31,7.16,14.09
4437,12.0,7.82,-29.8,8.54,7.98,13.49
4438,12.0,7.82,78.57,8.58,7.51,14.11
4439,12.0,7.82,37.65,8.99,6.94,12.45
4440,12.0,7.82,69.71,9.11,7.13,13.49
4441,12.0,7.82,-2.88,9.67,7.4,14.49
4442,12.0,7.82,15.14,8.86,7.22,13.36
4443,12.0,7.82,-35.01,8.85,7.34,13.97
4444,12.0,7.82,7.33,8.38,7.49,12.78
4445,12.0,7.82,-15.95,8.33,7.5,12.36
4446,12.0,7.82,-82.34,9.64,6.49,13.28
4447,12.0,7.82,-41.8,8.62,7.46,13.28
4448,12.0,7.82,-47.21,9.24,6.91,13.17
4449,12.0,7.82,-3.24,9.59,6.8,13.99
4450,12.0,7.82,33.02,7.96,7.87,12.67
4451,12.0,7.82,32.25,8.32,7.75,12.76
4452,12.0,7.82,23.21,8.56,7.39,12.69
4453,12.0,7.82,-8.16,8.88,7.03,12.36
4454,11.75,7.74,-11.76,11.19,6.08,15.09
4455,11.75,7.74,-47.59,10.18,6.42,14.07
4456,11.75,7.74,-74.28,8.15,7.5,12.49
4457,11.75,7.74,87.52,8.98,7.04,13.61
4458,11.75,7.74,-34.89,9.27,6.74,13.49
4459,11.75,7.74,-46.95,8.77,7.04,13.02
4460,11.75,7.74,29.8,8.48,7.41,12.86
4461,11.75,7.74,-84.81,10.05,6.49,14.47
4462,11.75,7.74,12.83,8.42,7.21,12.16
4463,11.75,7.74,88.06,9.49,7.04,14.17
4464,11.75,7.74,-32.91,8.59,7.17,12.45
4465,11.75,7.74,79.0,8.57,7.27,12.99
4466,11.75,7.74,-5.47,8.66,7.46,13.55
4467,11.75,7.74,46.1,8.22,7.75,13.99
4468,11.75,7.74,-77.51,10.27,6.47,13.0
4469,11.75,7.74,-45.3,9.01,6.76,12.07
4470,11.75,7.74,38.39,9.61,6.71,12.99
4471,11.75,7.74,65.49,8.52,7.18,12.49
4472,11.75,7.74,-9.97,8.58,7.29,13.19
4473,11.75,7.74,-32.46,9.39,6.96,13.16
4474,11.75,7.74,-26.39,10.1,6.27,12.26
4475,11.75,7.74,-44.94,8.59,7.23,12.07
4476,11.75,7.74,85.41,8.62,7.32,13.19
4477,11.75,7.74,84.14,10.34,6.51,14.69
4478,11.75,7.74,49.07,9.03,7.08,12.99
4479,11.75,7.74,-66.79,9.36,6.65,13.49
4480,11.75,7.74,49.25,8.35,7.39,12.07
4481,11.75,7.74,-72.45,9.34,6.68,12.69
4482,11.75,7.74,19.26,8.37,7.56,12.86
4483,11.75,7.74,82.54,11.28,5.61,13.36
4484,11.75,7.74,20.53,8.42,7.99,13.36
4485,11.75,7.74,-15.72,9.42,6.91,13.28
4486,11.75,7.74,77.8,9.32,6.6,12.66
4487,11.75,7.74,11.3,10.05,6.25,13.55
4488,11.75,7.74,-52.47,8.35,7.55,12.99
4489,11.75,7.74,-41.06,9.38,6.72,13.49
4490,11.75,7.74,87.66,9.07,6.89,12.97
4491,11.75,7.74,-73.19,8.1,7.73,12.86
4492,11.75,7.74,71.08,8.87,6.93,12.49
4493,11.75,7.74,-5.38,8.19,7.4,11.95
4494,11.75,7.74,84.29,9.0,7.29,13.99
4495,11.75,7.74,-18.3,8.47,7.28,13.19
4496,11.75,7.74,30.0,7.97,7.71,12.57
4497,11.75,7.74,76.24,9.42,7.03,13.57
4498,11.75,7.74,76.52,8.32,7.32,11.74
4499,11.5,7.65,30.3,8.62,6.99,12.66
4500,11.5,7.65,-76.04,8.42,7.49,12.95
4501,11.5,7.65,-35.27,9.44,6.7,12.66
4502,11.5,7.65,-52.86,8.22,7.34,12.07
4503,11.5,7.65,-80.05,8.94,6.76,12.36
4504,11.5,7.65,-62.23,8.93,6.78,12.49
4505,11.5,7.65,54.41,9.21,6.58,12.19
4506,11.5,7.65,-76.09,8.5,7.04,12.66
4507,11.5,7.65,88.24,8.61,7.24,12.78
4508,11.5,7.65,-27.65,8.4,7.01,11.66
4509,11.5,7.65,-89.15,8.12,7.19,11.24
4510,11.5,7.65,-35.28,8.74,7.41,14.19
4511,11.5,7.65,-84.99,8.21,7.17,11.66
4512,11.5,7.65,-4.81,9.47,6.64,13.28
4513,11.5,7.65,-88.32,8.33,7.2,12.28
4514,11.5,7.65,63.61,8.1,7.45,12.57
4515,11.5,7.65,4.94,8.83,6.83,12.78
4516,11.5,7.65,-10.59,9.38,6.62,13.28
4517,11.5,7.65,74.31,8.11,7.38,12.07
4518,11.5,7.65,18.66,8.24,7.47,12.78
4519,11.5,7.65,-39.07,8.56,7.09,12.36
4520,11.5,7.65,-36.73,11.72,6.25,14.97
4521,11.5,7.65,-18.99,8.21,7.27,12.36
4522,11.5,7.65,-5.64,8.48,6.95,11.36
4523,11.5,7.65,-45.01,8.5,7.37,13.19
4524,11.5,7.65,68.18,9.25,7.29,14.36
4525,11.5,7.65,47.79,8.22,7.2,11.66
4526,11.5,7.65,-7.82,8.55,7.46,13.61
4527,11.5,7.65,-41.87,9.91,6.33,12.78
4528,11.5,7.65,-38.07,7.98,7.52,12.07
4529,11.5,7.65,54.26,9.0,6.87,13.16
4530,11.5,7.65,22.07,8.49,7.38,12.86
4531,11.5,7.65,87.78,8.03,7.66,12.57
4532,11.5,7.65,53.81,8.45,7.41,12.86
