Global Statistics
Total number of particles:,5501
Surface Coverage (%):,34.37
Total grain area (µm²):,133844.25
Mean grain area (µm²):,24.33
Particle density (particles/µm²):,0.014128

Size Distribution Statistics
Mean area (µm²):,24.33
Median area (µm²):,20.25
Standard deviation of area (µm²):,15.81
Mean perimeter (µm):,19.93
Median perimeter (µm):,17.81
Standard deviation of perimeter (µm):,8.77

Individual Grain Measurements
Grain #,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter
1196,33.0,12.96,-78.51,19.79,9.4,26.68
1197,32.75,12.91,-71.06,15.42,11.06,23.45
1198,32.75,12.91,-58.55,20.52,8.94,27.57
1199,32.75,12.91,75.77,15.54,10.96,22.31
1200,32.75,12.91,-0.43,14.74,11.52,22.52
1201,32.75,12.91,74.94,21.09,8.93,28.14
1202,32.75,12.91,-50.59,14.06,12.19,23.14
1203,32.75,12.91,62.55,14.83,11.56,22.02
1204,32.75,12.91,85.24,13.76,12.49,22.31
1205,32.75,12.91,57.03,18.85,9.68,25.85
1206,32.75,12.91,-54.63,24.22,9.11,31.63
1207,32.75,12.91,-67.69,14.17,12.04,21.02
1208,32.75,12.91,-31.73,13.91,12.24,23.35
1209,32.75,12.91,2.66,14.93,11.33,22.85
1210,32.75,12.91,53.02,19.62,8.89,24.76
1211,32.75,12.91,-34.18,15.96,11.32,25.64
1212,32.75,12.91,37.19,20.94,9.54,29.99
1213,32.75,12.91,-55.66,20.64,9.04,27.06
1214,32.75,12.91,-37.19,14.84,11.94,23.23
1215,32.75,12.91,-39.96,15.48,11.49,23.06
1216,32.75,12.91,30.36,18.02,10.6,27.04
1217,32.5,12.87,54.85,16.21,11.31,24.02
1218,32.5,12.87,-53.35,13.83,12.28,23.06
1219,32.5,12.87,15.41,20.73,8.84,26.47
1220,32.5,12.87,-60.01,16.97,10.86,26.35
1221,32.5,12.87,2.62,19.05,9.25,25.56
1222,32.5,12.87,81.91,19.36,9.67,27.54
1223,32.5,12.87,58.67,20.6,9.97,28.56
1224,32.5,12.87,-37.31,21.34,8.28,26.47
1225,32.5,12.87,-31.15,22.97,8.98,28.76
1226,32.5,12.87,-26.93,13.08,12.89,22.35
1227,32.5,12.87,-54.2,15.07,11.31,23.44
1228,32.5,12.87,-51.18,20.32,8.94,26.54
1229,32.5,12.87,-75.77,16.45,11.02,25.56
1230,32.5,12.87,83.05,15.06,12.12,24.97
1231,32.25,12.82,-35.18,15.78,10.79,22.97
1232,32.25,12.82,-42.29,17.7,10.04,25.28
1233,32.25,12.82,81.34,19.88,9.08,26.85
1234,32.25,12.82,82.35,14.68,11.29,21.61
1235,32.25,12.82,34.38,13.01,12.87,22.35
1236,32.25,12.82,58.51,18.87,9.37,24.45
1237,32.25,12.82,-88.01,14.86,11.97,24.23
1238,32.25,12.82,15.3,15.39,11.82,25.35
1239,32.25,12.82,83.42,18.69,10.41,27.38
1240,32.25,12.82,-86.95,22.35,7.96,28.09
1241,32.25,12.82,-6.05,17.05,10.34,25.06
1242,32.25,12.82,59.03,18.93,9.53,25.35
1243,32.25,12.82,-78.71,15.13,11.69,25.26
1244,32.25,12.82,-76.27,22.12,8.31,27.56
1245,32.25,12.82,5.35,18.76,9.03,23.52
1246,32.0,12.77,-59.36,14.44,11.58,21.94
1247,32.0,12.77,-72.94,20.76,9.62,27.87
1248,32.0,12.77,-43.28,19.92,8.85,25.06
1249,32.0,12.77,-4.24,15.15,11.06,21.52
1250,32.0,12.77,-73.15,20.45,8.46,25.76
1251,32.0,12.77,-3.34,19.72,9.27,26.64
1252,32.0,12.77,-58.05,16.3,10.85,23.75
1253,32.0,12.77,51.05,19.21,9.65,28.09
1254,32.0,12.77,0.66,14.81,11.79,23.94
1255,32.0,12.77,-78.84,13.74,12.13,22.76
1256,32.0,12.77,-61.75,16.41,10.69,24.26
1257,32.0,12.77,-76.93,14.87,11.15,22.64
1258,32.0,12.77,-67.77,15.23,11.04,22.44
1259,32.0,12.77,77.05,22.67,10.26,32.23
1260,32.0,12.77,-42.47,19.78,9.02,25.97
1261,32.0,12.77,-76.12,20.9,8.05,24.94
1262,32.0,12.77,-49.56,13.58,12.14,21.44
1263,32.0,12.77,-71.54,13.44,12.41,22.56
1264,32.0,12.77,-46.93,20.83,8.36,27.3
1265,32.0,12.77,-61.82,15.72,10.61,23.35
1266,32.0,12.77,15.72,13.77,12.89,23.56
1267,32.0,12.77,-46.64,14.53,12.4,23.64
1268,32.0,12.77,82.69,13.21,12.43,21.02
1269,31.75,12.72,71.69,13.23,12.9,23.85
1270,31.75,12.72,-67.35,21.51,7.95,26.45
1271,31.75,12.72,12.98,14.12,11.65,22.44
1272,31.75,12.72,-83.46,20.2,8.72,27.18
1273,31.75,12.72,11.04,18.39,9.16,24.68
1274,31.75,12.72,69.0,15.23,11.62,25.26
1275,31.75,12.72,26.98,17.86,9.96,26.56
1276,31.75,12.72,14.81,17.88,9.59,24.76
1277,31.75,12.72,-2.34,13.51,12.26,22.23
1278,31.75,12.72,-64.12,16.24,10.37,24.56
1279,31.75,12.72,-5.03,20.5,8.62,26.68
1280,31.75,12.72,-50.47,13.27,12.4,21.64
1281,31.75,12.72,86.91,13.94,11.77,21.61
1282,31.75,12.72,2.12,13.18,12.55,20.9
1283,31.75,12.72,84.49,14.64,11.55,22.64
1284,31.75,12.72,46.35,20.67,8.41,26.68
1285,31.75,12.72,-72.85,16.1,11.65,26.45
1286,31.75,12.72,30.45,13.66,12.17,22.35
1287,31.75,12.72,12.81,16.3,11.06,25.97
1288,31.5,12.67,-13.98,14.71,11.47,24.14
1289,31.5,12.67,-41.77,19.26,9.2,26.88
1290,31.5,12.67,-36.18,13.33,12.15,20.19
1291,31.5,12.67,29.53,18.32,9.73,24.81
1292,31.5,12.67,76.25,18.35,9.35,25.02
1293,31.5,12.67,-7.04,17.64,9.56,24.26
1294,31.5,12.67,-32.93,13.01,12.56,21.73
1295,31.5,12.67,-68.12,20.83,8.63,26.35
1296,31.5,12.67,36.83,20.23,9.12,28.16
1297,31.5,12.67,-72.41,13.7,12.1,22.85
1298,31.5,12.67,-88.72,14.86,11.37,23.44
1299,31.5,12.67,86.78,20.19,8.82,25.73
1300,31.5,12.67,41.92,16.69,10.59,23.44
1301,31.5,12.67,17.43,13.92,11.87,22.85
1302,31.5,12.67,14.51,17.58,10.14,24.97
1303,31.5,12.67,3.85,19.79,8.48,25.26
1304,31.5,12.67,-49.5,16.34,10.83,24.85
1305,31.5,12.67,-16.37,18.49,8.93,23.85
1306,31.5,12.67,-51.64,16.44,11.04,26.06
1307,31.5,12.67,-56.43,14.61,11.19,22.44
1308,31.5,12.67,-78.39,13.99,11.81,22.31
1309,31.25,12.62,-34.96,14.55,11.26,22.44
1310,31.25,12.62,-34.92,14.13,11.47,22.14
1311,31.25,12.62,-36.72,14.49,11.71,25.16
1312,31.25,12.62,-16.64,13.55,12.2,22.85
1313,31.25,12.62,-60.18,16.01,10.39,23.02
1314,31.25,12.62,-6.69,17.73,10.33,26.38
1315,31.25,12.62,-10.71,14.58,12.13,24.35
1316,31.25,12.62,-5.27,14.6,11.63,23.85
1317,31.25,12.62,64.38,18.69,10.73,28.51
1318,31.25,12.62,-70.98,20.17,8.52,25.85
1319,31.25,12.62,-5.84,14.55,11.39,22.56
1320,31.25,12.62,-32.49,13.04,12.57,22.02
1321,31.25,12.62,-78.78,14.0,11.57,21.44
1322,31.0,12.57,-34.98,13.12,12.28,21.62
1323,31.0,12.57,-46.26,15.22,10.56,21.52
1324,31.0,12.57,-9.03,14.6,11.82,23.44
1325,31.0,12.57,-58.27,15.76,10.53,24.73
1326,31.0,12.57,0.76,17.59,10.12,24.85
1327,31.0,12.57,-77.42,16.1,10.59,25.18
1328,31.0,12.57,-75.26,12.81,12.51,21.02
1329,31.0,12.57,-89.92,14.69,11.18,22.52
1330,31.0,12.57,33.0,21.27,8.63,27.35
1331,31.0,12.57,15.08,13.89,11.87,22.14
1332,31.0,12.57,72.08,13.22,12.41,22.25
1333,31.0,12.57,63.67,14.17,11.86,24.26
1334,31.0,12.57,60.29,13.96,11.85,21.66
1335,31.0,12.57,3.88,13.41,12.14,22.25
1336,31.0,12.57,-82.94,13.49,12.28,22.85
1337,31.0,12.57,-5.68,19.29,8.79,25.09
1338,31.0,12.57,-33.33,19.9,9.11,25.14
1339,31.0,12.57,-61.52,18.8,9.36,25.73
1340,31.0,12.57,10.06,20.81,8.78,27.38
1341,31.0,12.57,11.4,13.82,11.67,22.44
1342,31.0,12.57,4.55,18.77,10.49,27.04
1343,31.0,12.57,-53.64,14.15,11.59,22.56
1344,31.0,12.57,67.17,20.15,8.94,25.68
1345,31.0,12.57,-16.14,17.91,9.17,24.06
1346,31.0,12.57,-80.04,14.49,11.04,21.11
1347,31.0,12.57,71.1,13.95,11.65,22.73
1348,31.0,12.57,-39.9,13.92,11.58,21.73
1349,31.0,12.57,-54.21,13.89,11.6,21.94
1350,31.0,12.57,-61.43,14.02,12.53,24.02
1351,30.75,12.51,13.01,15.78,10.38,23.14
1352,30.75,12.51,60.99,12.88,12.65,22.64
1353,30.75,12.51,-46.43,12.95,12.63,23.14
1354,30.75,12.51,-26.35,13.99,11.63,23.47
1355,30.75,12.51,-84.79,23.63,7.58,28.59
1356,30.75,12.51,26.87,12.8,12.5,21.81
1357,30.75,12.51,-54.54,15.75,10.21,22.44
1358,30.75,12.51,-80.43,20.93,8.11,26.88
1359,30.75,12.51,-34.38,15.85,10.7,23.68
1360,30.75,12.51,-50.07,19.37,8.57,24.66
1361,30.75,12.51,-37.41,13.97,11.4,22.14
1362,30.75,12.51,20.15,19.68,8.69,25.56
1363,30.75,12.51,-5.14,16.34,10.02,23.64
1364,30.75,12.51,-16.4,16.21,10.16,23.97
1365,30.75,12.51,-40.08,20.98,8.66,27.18
1366,30.75,12.51,2.9,12.87,12.42,21.31
1367,30.75,12.51,-77.69,19.71,9.12,26.97
1368,30.75,12.51,13.79,20.86,8.48,26.97
1369,30.75,12.51,70.14,19.36,8.54,24.14
1370,30.75,12.51,-12.28,14.53,11.21,22.31
1371,30.75,12.51,83.91,13.42,11.97,22.23
1372,30.5,12.46,-23.65,13.02,12.25,21.94
1373,30.5,12.46,-10.75,15.84,10.41,23.64
1374,30.5,12.46,15.54,17.98,9.45,25.35
1375,30.5,12.46,-3.24,13.58,11.6,21.31
1376,30.5,12.46,-35.03,13.05,12.23,22.35
1377,30.5,12.46,9.88,13.33,11.88,21.85
1378,30.5,12.46,89.0,13.75,11.64,22.97
1379,30.5,12.46,8.14,17.74,9.83,24.94
1380,30.5,12.46,-32.82,14.38,11.2,21.61
1381,30.5,12.46,-77.41,16.99,10.08,23.62
1382,30.5,12.46,-30.78,17.63,9.23,22.56
1383,30.5,12.46,-25.76,20.7,8.93,26.83
1384,30.5,12.46,32.69,20.3,8.44,27.18
1385,30.5,12.46,28.25,17.31,9.47,22.02
1386,30.5,12.46,-19.74,13.93,12.07,24.09
1387,30.5,12.46,-67.03,14.54,10.93,21.73
1388,30.5,12.46,-6.96,18.45,9.26,26.68
1389,30.5,12.46,-5.46,13.53,12.11,22.45
1390,30.5,12.46,-56.85,13.15,12.02,21.11
1391,30.5,12.46,-23.48,15.44,10.2,21.02
1392,30.5,12.46,-86.13,13.45,11.81,22.21
1393,30.5,12.46,73.37,15.58,10.8,23.59
1394,30.25,12.41,85.06,17.14,10.04,26.59
1395,30.25,12.41,-86.27,13.65,11.54,21.31
1396,30.25,12.41,43.8,16.02,10.34,22.14
1397,30.25,12.41,-50.31,14.23,11.21,21.61
1398,30.25,12.41,88.57,13.46,11.66,21.44
1399,30.25,12.41,4.29,14.24,11.25,22.52
1400,30.25,12.41,-70.96,18.94,8.95,24.02
1401,30.25,12.41,60.09,17.01,9.29,22.64
1402,30.25,12.41,-54.7,16.42,10.2,25.16
1403,30.25,12.41,-32.77,17.67,9.74,24.02
1404,30.25,12.41,-42.28,13.33,11.72,21.56
1405,30.25,12.41,73.19,19.87,8.67,25.73
1406,30.25,12.41,28.93,15.29,10.59,23.14
1407,30.25,12.41,46.35,21.06,8.39,27.26
1408,30.25,12.41,-80.19,14.25,11.3,23.56
1409,30.25,12.41,-46.58,15.34,10.4,21.97
1410,30.25,12.41,-59.02,13.29,11.79,21.11
1411,30.25,12.41,-29.68,15.13,10.97,23.66
1412,30.25,12.41,-30.01,19.04,8.84,23.56
1413,30.25,12.41,-26.01,16.43,9.86,23.06
1414,30.25,12.41,40.32,12.74,12.26,21.35
1415,30.25,12.41,-69.66,13.21,11.98,21.85
1416,30.25,12.41,-81.58,16.65,9.64,23.14
1417,30.0,12.36,47.36,15.01,10.6,20.9
1418,30.0,12.36,-77.67,13.55,11.71,22.33
1419,30.0,12.36,-88.32,14.73,10.85,23.68
1420,30.0,12.36,-21.54,13.66,11.4,20.9
1421,30.0,12.36,46.23,17.67,10.27,26.26
1422,30.0,12.36,-37.06,13.2,11.96,21.85
1423,30.0,12.36,88.34,16.17,9.93,22.75
1424,30.0,12.36,88.86,14.02,11.2,22.23
1425,30.0,12.36,-54.6,13.55,11.61,21.71
1426,30.0,12.36,-12.49,17.47,9.42,24.88
1427,30.0,12.36,69.48,13.74,11.45,22.56
1428,30.0,12.36,-64.83,14.73,11.21,24.66
1429,30.0,12.36,77.81,15.35,10.41,23.26
1430,30.0,12.36,18.89,18.55,8.59,23.85
1431,30.0,12.36,32.2,13.79,11.76,22.73
1432,30.0,12.36,54.38,18.1,9.35,25.8
1433,30.0,12.36,85.0,14.49,10.87,22.44
1434,30.0,12.36,53.04,19.66,8.32,23.68
1435,30.0,12.36,-63.02,14.16,10.96,21.31
1436,30.0,12.36,-68.32,14.54,11.33,22.64
1437,30.0,12.36,62.72,13.7,12.47,22.85
1438,30.0,12.36,69.19,13.97,11.11,21.31
1439,30.0,12.36,13.67,13.51,11.5,20.8
1440,30.0,12.36,-13.44,17.14,9.56,24.06
1441,30.0,12.36,65.55,18.5,8.53,23.64
1442,30.0,12.36,33.39,13.62,12.11,22.44
1443,30.0,12.36,54.21,20.05,8.52,25.85
1444,30.0,12.36,-9.27,12.85,12.27,22.02
1445,29.75,12.31,-50.1,14.48,10.85,21.49
1446,29.75,12.31,10.97,12.88,11.98,20.31
1447,29.75,12.31,64.89,17.06,9.27,23.56
1448,29.75,12.31,-44.29,14.81,12.29,25.68
1449,29.75,12.31,-80.32,17.14,9.92,24.35
1450,29.75,12.31,49.82,18.53,8.9,24.68
1451,29.75,12.31,56.41,13.92,11.86,22.83
1452,29.75,12.31,18.3,19.02,8.91,24.8
1453,29.75,12.31,-47.73,13.78,11.25,22.85
1454,29.75,12.31,-52.61,13.32,11.6,21.23
1455,29.75,12.31,24.09,15.17,10.65,22.94
1456,29.75,12.31,7.5,13.34,11.83,21.14
1457,29.75,12.31,-43.23,13.46,11.76,22.44
1458,29.75,12.31,-41.4,13.58,11.57,20.85
1459,29.75,12.31,-43.3,13.98,11.66,23.25
1460,29.75,12.31,-70.66,12.52,12.23,19.9
1461,29.75,12.31,-1.9,16.27,9.66,23.26
1462,29.75,12.31,-27.12,14.42,10.91,22.85
1463,29.75,12.31,-31.41,21.92,8.6,28.21
1464,29.75,12.31,53.0,15.05,10.54,21.94
1465,29.75,12.31,49.52,19.03,8.97,26.06
1466,29.75,12.31,33.4,17.89,9.49,23.83
1467,29.75,12.31,-65.94,14.79,10.83,22.73
1468,29.75,12.31,1.47,13.46,11.43,21.14
1469,29.75,12.31,82.31,18.43,8.6,23.94
1470,29.75,12.31,45.12,12.51,12.27,20.61
1471,29.75,12.31,-87.62,14.36,10.96,21.19
1472,29.5,12.26,-78.56,13.24,11.67,21.23
1473,29.5,12.26,-79.31,13.22,11.85,21.02
1474,29.5,12.26,-81.35,13.66,11.26,21.11
1475,29.5,12.26,-22.79,14.15,10.85,21.73
1476,29.5,12.26,-57.33,13.56,11.48,21.56
1477,29.5,12.26,-16.93,13.54,12.15,23.52
1478,29.5,12.26,74.54,14.95,10.31,21.85
1479,29.5,12.26,57.16,14.26,11.3,22.44
1480,29.5,12.26,-65.8,13.32,11.74,22.85
1481,29.5,12.26,-27.3,12.87,11.79,20.11
1482,29.5,12.26,76.91,17.16,9.29,24.06
1483,29.5,12.26,59.47,12.87,11.82,20.81
1484,29.5,12.26,-37.36,13.06,11.88,19.61
1485,29.5,12.26,26.21,19.36,8.52,25.78
1486,29.5,12.26,72.69,17.39,9.63,25.56
1487,29.25,12.21,-82.23,19.39,8.33,24.76
1488,29.25,12.21,-88.8,13.64,11.54,21.81
1489,29.25,12.21,-31.0,13.2,11.37,19.61
1490,29.25,12.21,15.94,13.48,11.25,21.31
1491,29.25,12.21,33.04,13.25,12.0,22.04
1492,29.25,12.21,-72.65,15.75,9.94,22.44
1493,29.25,12.21,-0.85,17.76,9.43,26.26
1494,29.25,12.21,-42.09,14.36,10.51,21.02
1495,29.25,12.21,76.0,13.58,11.73,22.94
1496,29.25,12.21,78.22,13.94,11.31,23.02
1497,29.25,12.21,25.92,20.11,8.13,25.57
1498,29.25,12.21,-45.78,19.0,8.98,26.68
1499,29.25,12.21,60.52,13.18,11.5,21.44
1500,29.25,12.21,-69.39,13.78,11.04,21.31
1501,29.25,12.21,-21.71,13.13,11.89,22.52
1502,29.25,12.21,87.85,13.92,11.31,22.02
1503,29.25,12.21,84.15,13.08,11.61,21.11
1504,29.25,12.21,-25.67,13.75,11.25,23.35
1505,29.25,12.21,-52.38,14.99,10.6,22.83
1506,29.25,12.21,-27.5,17.75,9.01,24.35
1507,29.25,12.21,0.08,15.5,10.15,22.85
1508,29.25,12.21,-34.0,12.63,11.96,20.19
1509,29.25,12.21,-16.45,13.36,11.44,22.38
1510,29.25,12.21,-36.26,14.72,11.84,25.76
1511,29.25,12.21,-27.11,20.59,8.01,26.09
1512,29.25,12.21,15.9,16.54,9.75,23.26
1513,29.25,12.21,-22.07,18.86,8.58,24.14
1514,29.25,12.21,-31.26,19.3,8.75,26.57
1515,29.25,12.21,-33.13,15.47,10.01,20.67
1516,29.25,12.21,-81.26,12.98,11.75,20.73
1517,29.0,12.15,-12.92,16.53,9.71,23.64
1518,29.0,12.15,-30.94,15.76,10.17,23.8
1519,29.0,12.15,48.23,13.97,11.31,22.23
1520,29.0,12.15,54.42,13.18,11.27,20.02
1521,29.0,12.15,-54.67,13.16,11.48,20.44
1522,29.0,12.15,-2.62,13.22,11.55,21.31
1523,29.0,12.15,14.98,12.73,11.92,21.64
1524,29.0,12.15,58.7,17.68,8.96,24.06
1525,29.0,12.15,29.53,17.87,9.24,24.47
1526,29.0,12.15,25.7,15.73,10.39,23.06
1527,29.0,12.15,20.48,12.65,12.05,21.73
1528,29.0,12.15,85.22,14.35,10.55,21.85
1529,29.0,12.15,-31.74,13.19,11.32,20.31
1530,29.0,12.15,-82.64,12.72,11.81,20.31
1531,29.0,12.15,-74.51,15.52,10.81,24.56
1532,29.0,12.15,80.39,12.99,11.62,19.61
1533,29.0,12.15,74.08,13.07,11.52,21.02
1534,29.0,12.15,-88.6,13.39,11.18,21.14
1535,29.0,12.15,-15.12,13.17,11.53,21.94
1536,29.0,12.15,-71.95,13.93,11.32,23.95
1537,28.75,12.1,29.23,12.82,12.01,22.12
1538,28.75,12.1,38.78,12.37,12.23,22.97
1539,28.75,12.1,77.6,16.07,10.23,21.75
1540,28.75,12.1,-27.01,20.98,7.42,26.18
1541,28.75,12.1,-70.66,12.36,12.11,20.61
1542,28.75,12.1,-2.47,12.58,11.82,20.31
1543,28.75,12.1,76.86,14.19,10.5,21.14
1544,28.75,12.1,-32.34,13.24,11.3,20.02
1545,28.75,12.1,-86.07,13.13,11.4,21.35
1546,28.75,12.1,-55.08,13.42,11.3,21.19
1547,28.75,12.1,64.48,13.59,11.54,23.23
1548,28.75,12.1,-33.26,14.71,10.29,21.12
1549,28.75,12.1,-20.57,22.26,7.24,27.56
1550,28.75,12.1,-19.1,15.06,10.35,22.73
1551,28.75,12.1,70.57,16.7,9.04,22.26
1552,28.75,12.1,52.33,19.1,8.39,24.85
1553,28.75,12.1,-54.91,13.93,10.77,21.11
1554,28.75,12.1,-15.47,13.54,11.19,22.02
1555,28.75,12.1,30.68,17.51,9.51,23.64
1556,28.75,12.1,-20.04,13.06,11.68,21.14
1557,28.75,12.1,-57.42,15.3,10.7,23.26
1558,28.75,12.1,-76.97,13.5,11.13,21.11
1559,28.75,12.1,-2.24,12.66,12.06,22.62
1560,28.75,12.1,-9.16,12.73,11.95,21.73
1561,28.75,12.1,-28.14,12.87,11.57,20.11
1562,28.75,12.1,33.2,13.3,11.53,22.47
1563,28.75,12.1,-75.9,14.14,10.85,21.35
1564,28.75,12.1,-45.98,21.13,7.98,25.26
1565,28.75,12.1,-81.99,13.1,11.36,20.85
1566,28.75,12.1,-69.16,12.97,11.74,21.73
1567,28.5,12.05,40.18,13.27,11.22,21.44
1568,28.5,12.05,74.83,17.38,10.39,26.09
1569,28.5,12.05,-10.53,17.7,8.51,22.44
1570,28.5,12.05,-44.94,14.01,10.51,20.94
1571,28.5,12.05,-35.15,13.84,10.8,21.44
1572,28.5,12.05,-63.36,13.19,11.28,20.73
1573,28.5,12.05,-30.96,19.07,8.43,25.25
1574,28.5,12.05,-12.63,12.96,11.42,21.14
1575,28.5,12.05,-23.88,12.6,11.67,19.44
1576,28.5,12.05,19.31,15.39,10.14,22.95
1577,28.5,12.05,49.73,12.68,11.69,20.11
1578,28.5,12.05,43.95,20.87,8.93,28.8
1579,28.5,12.05,58.66,12.35,11.95,20.19
1580,28.5,12.05,31.21,17.74,8.91,21.73
1581,28.5,12.05,-69.65,12.47,11.86,19.9
1582,28.5,12.05,-72.19,18.12,8.6,23.64
1583,28.5,12.05,12.29,17.33,8.84,23.64
1584,28.5,12.05,27.82,14.44,10.43,21.02
1585,28.5,12.05,-41.42,13.55,11.1,21.49
1586,28.5,12.05,-31.9,15.61,9.88,22.26
1587,28.5,12.05,45.18,13.24,11.07,19.61
1588,28.5,12.05,-84.36,13.69,10.74,20.73
1589,28.5,12.05,48.73,13.66,11.2,22.04
1590,28.5,12.05,-53.53,12.92,11.51,21.11
1591,28.5,12.05,-8.16,12.92,11.55,22.14
1592,28.5,12.05,44.83,13.32,11.47,20.9
1593,28.25,11.99,60.24,13.11,11.32,20.94
1594,28.25,11.99,-60.09,16.61,9.73,23.85
1595,28.25,11.99,40.16,12.65,11.67,20.19
1596,28.25,11.99,22.63,13.24,11.28,20.85
1597,28.25,11.99,-10.71,17.69,9.54,24.26
1598,28.25,11.99,-0.46,13.31,11.79,21.73
1599,28.25,11.99,18.78,17.26,9.24,24.04
1600,28.25,11.99,-85.75,18.83,8.2,23.73
1601,28.25,11.99,37.13,13.01,11.54,20.42
1602,28.25,11.99,-39.17,13.04,11.27,20.02
1603,28.25,11.99,72.3,15.3,11.93,25.64
1604,28.25,11.99,41.49,12.88,11.35,19.69
1605,28.25,11.99,-16.3,18.94,8.37,25.38
1606,28.25,11.99,-67.63,17.99,8.42,22.02
1607,28.25,11.99,-75.17,13.47,11.03,21.21
1608,28.25,11.99,-60.01,13.9,11.26,22.85
1609,28.25,11.99,72.45,17.82,8.46,22.61
1610,28.25,11.99,70.72,12.91,11.45,20.31
1611,28.25,11.99,24.36,18.65,8.66,24.64
1612,28.25,11.99,-86.83,16.51,9.42,23.56
1613,28.0,11.94,79.36,21.15,7.65,26.85
1614,28.0,11.94,-51.03,14.35,10.18,20.92
1615,28.0,11.94,18.22,16.26,9.63,23.44
1616,28.0,11.94,54.51,17.87,8.36,22.44
1617,28.0,11.94,55.73,18.74,8.29,24.35
1618,28.0,11.94,55.96,13.04,11.82,23.02
1619,28.0,11.94,-83.92,22.74,6.94,25.64
1620,28.0,11.94,6.17,18.12,8.79,23.85
1621,28.0,11.94,-0.07,19.22,8.2,24.76
1622,28.0,11.94,35.62,12.56,11.72,21.85
1623,28.0,11.94,73.52,13.15,11.21,21.3
1624,28.0,11.94,-64.5,12.23,11.96,21.02
1625,28.0,11.94,-75.11,13.12,11.17,20.44
1626,28.0,11.94,74.46,12.59,11.72,20.73
1627,28.0,11.94,4.83,18.05,8.39,23.56
1628,28.0,11.94,-35.31,12.92,11.64,21.73
1629,28.0,11.94,82.02,13.39,11.26,21.5
1630,28.0,11.94,-33.75,14.51,10.43,22.35
1631,28.0,11.94,-68.6,13.62,10.95,21.14
1632,28.0,11.94,56.58,13.1,11.33,21.14
1633,28.0,11.94,58.94,16.38,9.59,22.54
1634,28.0,11.94,-24.45,17.09,8.8,22.52
1635,28.0,11.94,-60.12,18.47,8.51,23.21
1636,27.75,11.89,85.51,13.9,10.42,21.44
1637,27.75,11.89,-45.47,14.83,9.88,21.9
1638,27.75,11.89,85.99,13.11,11.67,21.75
1639,27.75,11.89,18.55,12.39,11.88,20.8
1640,27.75,11.89,-56.08,13.34,10.75,20.44
1641,27.75,11.89,82.22,14.04,10.92,20.61
1642,27.75,11.89,-12.65,13.38,10.92,20.94
1643,27.75,11.89,74.95,13.34,10.92,20.97
1644,27.75,11.89,-18.57,17.92,9.04,25.78
1645,27.75,11.89,35.61,19.32,8.36,24.14
1646,27.75,11.89,-26.6,13.14,11.01,20.11
1647,27.75,11.89,48.36,12.96,11.11,20.44
1648,27.75,11.89,-82.48,13.12,11.39,22.14
1649,27.75,11.89,-36.88,13.13,10.99,20.85
1650,27.75,11.89,-57.11,12.21,11.83,20.81
1651,27.75,11.89,18.65,16.0,10.02,24.56
1652,27.75,11.89,31.5,12.52,11.59,20.44
1653,27.75,11.89,74.62,15.91,9.4,22.56
1654,27.75,11.89,-30.96,12.54,11.5,20.31
1655,27.75,11.89,-32.62,18.52,8.35,23.85
1656,27.75,11.89,-83.06,19.7,7.59,23.85
1657,27.75,11.89,64.54,13.46,10.78,20.73
1658,27.75,11.89,70.24,16.49,10.28,22.85
1659,27.75,11.89,77.98,20.58,7.86,28.07
1660,27.75,11.89,-42.92,15.15,10.54,23.56
1661,27.75,11.89,-56.76,17.92,8.44,24.56
1662,27.5,11.83,-84.74,16.73,8.81,22.02
1663,27.5,11.83,31.86,13.34,10.81,20.85
1664,27.5,11.83,-20.13,15.01,10.05,21.14
1665,27.5,11.83,64.34,14.59,10.53,23.33
1666,27.5,11.83,47.25,12.76,11.47,21.73
1667,27.5,11.83,-6.03,12.23,11.78,21.14
1668,27.5,11.83,-75.04,15.46,9.49,21.81
1669,27.5,11.83,77.92,14.07,10.22,20.4
1670,27.5,11.83,9.17,13.35,10.73,20.31
1671,27.5,11.83,47.4,12.86,11.12,20.02
1672,27.5,11.83,85.51,12.32,11.88,20.61
1673,27.5,11.83,-49.21,12.64,11.64,21.73
1674,27.5,11.83,-11.15,12.49,11.59,19.94
1675,27.5,11.83,39.51,15.06,9.99,22.68
1676,27.5,11.83,-44.84,12.0,11.88,20.44
1677,27.5,11.83,57.99,12.67,11.35,21.14
1678,27.5,11.83,-36.02,13.32,11.15,20.4
1679,27.5,11.83,-40.3,13.25,10.89,20.73
1680,27.5,11.83,-31.72,14.77,9.68,20.61
1681,27.5,11.83,-30.72,13.15,10.86,20.44
1682,27.5,11.83,-80.73,12.54,11.85,21.94
1683,27.5,11.83,-38.8,12.91,11.23,21.26
1684,27.5,11.83,35.44,17.79,8.85,24.64
1685,27.5,11.83,5.49,12.55,11.36,20.73
1686,27.5,11.83,-51.33,14.02,11.21,23.02
1687,27.5,11.83,62.55,12.89,11.14,20.94
1688,27.5,11.83,84.71,18.03,8.09,24.26
1689,27.5,11.83,-57.2,18.78,8.11,22.52
1690,27.5,11.83,-60.45,13.74,10.29,19.61
1691,27.5,11.83,-77.99,16.43,9.37,23.37
1692,27.5,11.83,-70.96,17.46,9.13,24.68
1693,27.25,11.78,-53.59,20.27,7.54,24.68
